source,target,type
R-HSA-1632852,R-HSA-9700206,h
R-HSA-9663891,R-HSA-9700206,h
R-HSA-73887,R-HSA-9700206,h
R-HSA-983231,R-HSA-9700206,h
R-HSA-983189,R-HSA-9700206,h
R-HSA-76009,R-HSA-9700206,h
R-HSA-2172127,R-HSA-9700206,h
R-HSA-354192,R-HSA-9700206,h
R-HSA-9027284,R-HSA-9700206,h
R-HSA-1500931,R-HSA-9700206,h
R-HSA-391160,R-HSA-9700206,h
R-HSA-9658195,R-HSA-9700206,h
R-HSA-8876384,R-HSA-9700206,h
R-HSA-202733,R-HSA-9700206,h
R-HSA-76002,R-HSA-9700206,h
R-HSA-388841,R-HSA-9700206,h
R-HSA-354194,R-HSA-9700206,h
R-HSA-9006925,R-HSA-9700206,h
R-HSA-8856828,R-HSA-9700206,h
R-HSA-1566977,R-HSA-9700206,h
R-HSA-216083,R-HSA-9700206,h
R-HSA-76005,R-HSA-9700206,h
R-HSA-8957275,R-HSA-9700206,h
R-HSA-381426,R-HSA-9700206,h
R-HSA-373753,R-HSA-9700206,h
R-HSA-114604,R-HSA-9700206,h
R-HSA-430116,R-HSA-9700206,h
R-HSA-1483257,R-HSA-9700206,h
R-HSA-9027276,R-HSA-9700206,h
R-HSA-9709957,R-HSA-9700206,h
R-HSA-9659379,R-HSA-9700206,h
R-HSA-9662360,R-HSA-9700206,h
R-HSA-9662361,R-HSA-9700206,h
R-HSA-9675108,R-HSA-9700206,h
R-HSA-422475,R-HSA-9700206,h
R-HSA-168255,R-HSA-9700206,h
R-HSA-3858494,R-HSA-9700206,h
R-HSA-174824,R-HSA-9700206,h
R-HSA-8964043,R-HSA-9700206,h
R-HSA-199991,R-HSA-9700206,h
R-HSA-157858,R-HSA-9700206,h
R-HSA-210990,R-HSA-9700206,h
R-HSA-1483249,R-HSA-9700206,h
R-HSA-1489509,R-HSA-9700206,h
R-HSA-9027277,R-HSA-9700206,h
R-HSA-453279,R-HSA-9700206,h
R-HSA-69242,R-HSA-9700206,h
R-HSA-9711123,R-HSA-9700206,h
R-HSA-69306,R-HSA-9700206,h
R-HSA-1280215,R-HSA-9700206,h
R-HSA-983169,R-HSA-9700206,h
R-HSA-8951664,R-HSA-9700206,h
R-HSA-163685,R-HSA-9700206,h
R-HSA-422356,R-HSA-9700206,h
R-HSA-163359,R-HSA-9700206,h
R-HSA-445717,R-HSA-9700206,h
R-HSA-1234174,R-HSA-9700206,h
R-HSA-73893,R-HSA-9700206,h
R-HSA-110314,R-HSA-9700206,h
R-HSA-5696398,R-HSA-9700206,h
R-HSA-5696399,R-HSA-9700206,h
R-HSA-5632684,R-HSA-9700206,h
R-HSA-69618,R-HSA-9700206,h
R-HSA-5619115,R-HSA-9700206,h
R-HSA-69002,R-HSA-9675126,h
R-HSA-68867,R-HSA-9675126,h
R-HSA-1640170,R-HSA-9675126,h
R-HSA-69278,R-HSA-9675126,h
R-HSA-8953897,R-HSA-9675126,h
R-HSA-2262752,R-HSA-9675126,h
R-HSA-2559583,R-HSA-9675126,h
R-HSA-4839726,R-HSA-9675126,h
R-HSA-3247509,R-HSA-9675126,h
R-HSA-1266738,R-HSA-9675126,h
R-HSA-9675132,R-HSA-9675126,h
R-HSA-9630747,R-HSA-9675126,h
R-HSA-69620,R-HSA-9675126,h
R-HSA-1280215,R-HSA-9675126,h
R-HSA-69306,R-HSA-9675126,h
R-HSA-390466,R-HSA-9675126,h
R-HSA-1280218,R-HSA-9675126,h
R-HSA-983169,R-HSA-9675126,h
R-HSA-73886,R-HSA-9675126,h
R-HSA-1234174,R-HSA-9675126,h
R-HSA-168928,R-HSA-9675126,h
R-HSA-73894,R-HSA-9675126,h
R-HSA-5693532,R-HSA-9675126,h
R-HSA-68962,R-HSA-9675126,h
R-HSA-109581,R-HSA-9675126,h
R-HSA-73886,R-HSA-9673013,h
R-HSA-1640170,R-HSA-9673013,h
R-HSA-500792,R-HSA-5663205,h
R-HSA-388396,R-HSA-5663205,h
R-HSA-1266738,R-HSA-5663205,h
R-HSA-422475,R-HSA-5663205,h
R-HSA-168256,R-HSA-5663205,h
R-HSA-2029480,R-HSA-5663205,h
R-HSA-8856828,R-HSA-5663205,h
R-HSA-1280218,R-HSA-5663205,h
R-HSA-3858494,R-HSA-5663205,h
R-HSA-157858,R-HSA-5663205,h
R-HSA-163359,R-HSA-5663205,h
R-HSA-1489509,R-HSA-5663205,h
R-HSA-5610787,R-HSA-5663205,h
R-HSA-445717,R-HSA-5663205,h
R-HSA-1640170,R-HSA-5663205,h
R-HSA-69278,R-HSA-5663205,h
R-HSA-8953897,R-HSA-5663205,h
R-HSA-2262752,R-HSA-5663205,h
R-HSA-9711123,R-HSA-5663205,h
R-HSA-5663202,R-HSA-5663205,h
R-HSA-74160,R-HSA-5663205,h
R-HSA-212436,R-HSA-5663205,h
R-HSA-1280215,R-HSA-5663205,h
R-HSA-9607240,R-HSA-5663205,h
R-HSA-388841,R-HSA-5663205,h
R-HSA-109581,R-HSA-5663205,h
R-HSA-8939211,R-HSA-5663205,h
R-HSA-9612973,R-HSA-5663205,h
R-HSA-917729,R-HSA-5663205,h
R-HSA-983169,R-HSA-5663205,h
R-HSA-446203,R-HSA-5663205,h
R-HSA-4839726,R-HSA-5663205,h
R-HSA-3247509,R-HSA-5663205,h
R-HSA-3214847,R-HSA-5663205,h
R-HSA-73894,R-HSA-5663205,h
R-HSA-5696399,R-HSA-5663205,h
R-HSA-212165,R-HSA-5663205,h
R-HSA-5688426,R-HSA-5663205,h
R-HSA-390466,R-HSA-5663205,h
R-HSA-3214815,R-HSA-5663205,h
R-HSA-5619115,R-HSA-5663205,h
R-HSA-2173782,R-HSA-5663205,h
R-HSA-198933,R-HSA-5663205,h
R-HSA-166658,R-HSA-5663205,h
R-HSA-3371556,R-HSA-5663205,h
R-HSA-211000,R-HSA-5663205,h
R-HSA-70326,R-HSA-5663205,h
R-HSA-109582,R-HSA-5663205,h
R-HSA-1187000,R-HSA-5663205,h
R-HSA-1300645,R-HSA-5663205,h
R-HSA-5668914,R-HSA-5663205,h
R-HSA-3781865,R-HSA-5663205,h
R-HSA-1474244,R-HSA-5663205,h
R-HSA-3000178,R-HSA-5663205,h
R-HSA-1630316,R-HSA-5663205,h
R-HSA-5693532,R-HSA-5663205,h
R-HSA-5693606,R-HSA-5663205,h
R-HSA-5693538,R-HSA-5663205,h
R-HSA-983231,R-HSA-5663205,h
R-HSA-977225,R-HSA-5663205,h
R-HSA-1474228,R-HSA-5663205,h
R-HSA-1442490,R-HSA-5663205,h
R-HSA-982772,R-HSA-5663205,h
R-HSA-73887,R-HSA-5663205,h
R-HSA-5358346,R-HSA-5663205,h
R-HSA-6803157,R-HSA-5663205,h
R-HSA-199977,R-HSA-5663205,h
R-HSA-202733,R-HSA-5663205,h
R-HSA-210991,R-HSA-5663205,h
R-HSA-9675151,R-HSA-5663205,h
R-HSA-9697154,R-HSA-5663205,h
R-HSA-5621481,R-HSA-5663205,h
R-HSA-2454202,R-HSA-5663205,h
R-HSA-8982491,R-HSA-5663205,h
R-HSA-5576891,R-HSA-5663205,h
R-HSA-5260271,R-HSA-5663205,h
R-HSA-5602358,R-HSA-5663205,h
R-HSA-2172127,R-HSA-5663205,h
R-HSA-400253,R-HSA-5663205,h
R-HSA-1368108,R-HSA-5663205,h
R-HSA-9711097,R-HSA-5663205,h
R-HSA-9682385,R-HSA-5663205,h
R-HSA-450385,R-HSA-5663205,h
R-HSA-195253,R-HSA-5663205,h
R-HSA-1500931,R-HSA-5663205,h
R-HSA-446728,R-HSA-5663205,h
R-HSA-421270,R-HSA-5663205,h
R-HSA-75153,R-HSA-5663205,h
R-HSA-114604,R-HSA-5663205,h
R-HSA-2559583,R-HSA-5339562,h
R-HSA-168898,R-HSA-5339562,h
R-HSA-400206,R-HSA-5339562,h
R-HSA-15869,R-HSA-5339562,h
R-HSA-499943,R-HSA-5339562,h
R-HSA-2408522,R-HSA-5339562,h
R-HSA-1181150,R-HSA-5339562,h
R-HSA-6805567,R-HSA-5339562,h
R-HSA-6809371,R-HSA-5339562,h
R-HSA-1474228,R-HSA-5339562,h
R-HSA-1592389,R-HSA-5339562,h
R-HSA-1442490,R-HSA-5339562,h
R-HSA-1566948,R-HSA-5339562,h
R-HSA-977225,R-HSA-5339562,h
R-HSA-163841,R-HSA-5339562,h
R-HSA-9006936,R-HSA-5339562,h
R-HSA-170834,R-HSA-5339562,h
R-HSA-186797,R-HSA-5339562,h
R-HSA-166520,R-HSA-5339562,h
R-HSA-157118,R-HSA-5339562,h
R-HSA-1912422,R-HSA-5339562,h
R-HSA-174824,R-HSA-5339562,h
R-HSA-8963899,R-HSA-5339562,h
R-HSA-6794362,R-HSA-5339562,h
R-HSA-6794361,R-HSA-5339562,h
R-HSA-8856828,R-HSA-5339562,h
R-HSA-112310,R-HSA-5339562,h
R-HSA-9612973,R-HSA-5339562,h
R-HSA-9613829,R-HSA-5339562,h
R-HSA-453274,R-HSA-5339562,h
R-HSA-3371497,R-HSA-5339562,h
R-HSA-3371556,R-HSA-5339562,h
R-HSA-168643,R-HSA-5339562,h
R-HSA-2029480,R-HSA-5339562,h
R-HSA-168928,R-HSA-5339562,h
R-HSA-211945,R-HSA-5339562,h
R-HSA-8939211,R-HSA-5339562,h
R-HSA-109582,R-HSA-5339562,h
R-HSA-76002,R-HSA-5339562,h
R-HSA-76005,R-HSA-5339562,h
R-HSA-1474165,R-HSA-5339562,h
R-HSA-1187000,R-HSA-5339562,h
R-HSA-1300645,R-HSA-5339562,h
R-HSA-6802957,R-HSA-5339562,h
R-HSA-5684996,R-HSA-5339562,h
R-HSA-8963743,R-HSA-5339562,h
R-HSA-8935690,R-HSA-5339562,h
R-HSA-1643685,R-HSA-5339562,h
R-HSA-163685,R-HSA-5339562,h
R-HSA-422356,R-HSA-5339562,h
R-HSA-2980736,R-HSA-5339562,h
R-HSA-264876,R-HSA-5339562,h
R-HSA-9609523,R-HSA-5339562,h
R-HSA-9659379,R-HSA-5339562,h
R-HSA-9662360,R-HSA-5339562,h
R-HSA-1445148,R-HSA-5339562,h
R-HSA-2454202,R-HSA-5339562,h
R-HSA-2219528,R-HSA-5339562,h
R-HSA-1227990,R-HSA-5339562,h
R-HSA-1643713,R-HSA-5339562,h
R-HSA-5683057,R-HSA-5339562,h
R-HSA-9006925,R-HSA-5339562,h
R-HSA-1257604,R-HSA-5339562,h
R-HSA-177929,R-HSA-5339562,h
R-HSA-1236394,R-HSA-5339562,h
R-HSA-1227986,R-HSA-5339562,h
R-HSA-9006927,R-HSA-5339562,h
R-HSA-8848021,R-HSA-5339562,h
R-HSA-9675151,R-HSA-5339562,h
R-HSA-9697154,R-HSA-5339562,h
R-HSA-5663202,R-HSA-5339562,h
R-HSA-74160,R-HSA-5339562,h
R-HSA-73857,R-HSA-5339562,h
R-HSA-212436,R-HSA-5339562,h
R-HSA-418346,R-HSA-5339562,h
R-HSA-418360,R-HSA-5339562,h
R-HSA-1280218,R-HSA-5339562,h
R-HSA-983705,R-HSA-5339562,h
R-HSA-5621481,R-HSA-5339562,h
R-HSA-1483249,R-HSA-5339562,h
R-HSA-1855204,R-HSA-5339562,h
R-HSA-196854,R-HSA-5339562,h
R-HSA-8978934,R-HSA-5339562,h
R-HSA-202131,R-HSA-5339562,h
R-HSA-71387,R-HSA-5339562,h
R-HSA-8982491,R-HSA-5339562,h
R-HSA-8876725,R-HSA-5339562,h
R-HSA-397014,R-HSA-5339562,h
R-HSA-5576891,R-HSA-5339562,h
R-HSA-5578775,R-HSA-5339562,h
R-HSA-5576892,R-HSA-5339562,h
R-HSA-445355,R-HSA-5339562,h
R-HSA-112316,R-HSA-5339562,h
R-HSA-112315,R-HSA-5339562,h
R-HSA-112314,R-HSA-5339562,h
R-HSA-1852241,R-HSA-5339562,h
R-HSA-1592230,R-HSA-5339562,h
R-HSA-2151201,R-HSA-5339562,h
R-HSA-9709957,R-HSA-5339562,h
R-HSA-2514856,R-HSA-5339562,h
R-HSA-9716542,R-HSA-5339562,h
R-HSA-194315,R-HSA-5339562,h
R-HSA-1489509,R-HSA-5339562,h
R-HSA-195721,R-HSA-5339562,h
R-HSA-3858494,R-HSA-5339562,h
R-HSA-372790,R-HSA-5339562,h
R-HSA-388396,R-HSA-5339562,h
R-HSA-9006931,R-HSA-5339562,h
R-HSA-9006934,R-HSA-5339562,h
R-HSA-194138,R-HSA-5339562,h
R-HSA-425407,R-HSA-5339562,h
R-HSA-425393,R-HSA-5339562,h
R-HSA-983712,R-HSA-5339562,h
R-HSA-936837,R-HSA-5339562,h
R-HSA-2672351,R-HSA-5339562,h
R-HSA-199991,R-HSA-5339562,h
R-HSA-72766,R-HSA-5339562,h
R-HSA-156842,R-HSA-5339562,h
R-HSA-1632852,R-HSA-5339562,h
R-HSA-9663891,R-HSA-5339562,h
R-HSA-211000,R-HSA-5339562,h
R-HSA-5601884,R-HSA-5339562,h
R-HSA-449147,R-HSA-5339562,h
R-HSA-5617833,R-HSA-5339562,h
R-HSA-5620912,R-HSA-5339562,h
R-HSA-5357801,R-HSA-5339562,h
R-HSA-5218859,R-HSA-5339562,h
R-HSA-5213460,R-HSA-5339562,h
R-HSA-2173782,R-HSA-5339562,h
R-HSA-3000484,R-HSA-5339562,h
R-HSA-5682910,R-HSA-5339562,h
R-HSA-9609507,R-HSA-5339562,h
R-HSA-525793,R-HSA-5339562,h
R-HSA-5663202,R-HSA-9635486,h
R-HSA-1474244,R-HSA-9635486,h
R-HSA-1474228,R-HSA-9635486,h
R-HSA-1592389,R-HSA-9635486,h
R-HSA-1280215,R-HSA-9635486,h
R-HSA-6803157,R-HSA-9635486,h
R-HSA-2559583,R-HSA-9635486,h
R-HSA-3371556,R-HSA-9635486,h
R-HSA-982772,R-HSA-9635486,h
R-HSA-2454202,R-HSA-9635486,h
R-HSA-879415,R-HSA-9635486,h
R-HSA-2029480,R-HSA-9635486,h
R-HSA-109581,R-HSA-9635486,h
R-HSA-8939211,R-HSA-9635486,h
R-HSA-5260271,R-HSA-9635486,h
R-HSA-5602358,R-HSA-9635486,h
R-HSA-9612973,R-HSA-9635486,h
R-HSA-9613829,R-HSA-9635486,h
R-HSA-69615,R-HSA-9635486,h
R-HSA-69481,R-HSA-9635486,h
R-HSA-9711097,R-HSA-9635486,h
R-HSA-1234174,R-HSA-9635486,h
R-HSA-400253,R-HSA-9635486,h
R-HSA-6783310,R-HSA-9635486,h
R-HSA-73893,R-HSA-9635486,h
R-HSA-5693532,R-HSA-9635486,h
R-HSA-5693606,R-HSA-9635486,h
R-HSA-5693538,R-HSA-9635486,h
R-HSA-5696399,R-HSA-9635486,h
R-HSA-69002,R-HSA-9635486,h
R-HSA-68867,R-HSA-9635486,h
R-HSA-5663084,R-HSA-9635486,h
R-HSA-5619115,R-HSA-9635486,h
R-HSA-5619084,R-HSA-9635486,h
R-HSA-9682385,R-HSA-9635486,h
R-HSA-5387390,R-HSA-9635486,h
R-HSA-9607240,R-HSA-9635486,h
R-HSA-5621481,R-HSA-9635486,h
R-HSA-1834949,R-HSA-9635486,h
R-HSA-9645460,R-HSA-9635486,h
R-HSA-168928,R-HSA-9635486,h
R-HSA-8982491,R-HSA-9635486,h
R-HSA-450408,R-HSA-9635486,h
R-HSA-977225,R-HSA-9635486,h
R-HSA-156842,R-HSA-9635486,h
R-HSA-72613,R-HSA-9635486,h
R-HSA-72764,R-HSA-9635486,h
R-HSA-73887,R-HSA-9635486,h
R-HSA-195253,R-HSA-9635486,h
R-HSA-3858494,R-HSA-9635486,h
R-HSA-5610787,R-HSA-9635486,h
R-HSA-5632684,R-HSA-9635486,h
R-HSA-5358346,R-HSA-9635486,h
R-HSA-382556,R-HSA-9635486,h
R-HSA-8856828,R-HSA-9635486,h
R-HSA-917729,R-HSA-9635486,h
R-HSA-69306,R-HSA-9635486,h
R-HSA-75153,R-HSA-9635486,h
R-HSA-5688426,R-HSA-9635486,h
R-HSA-1280218,R-HSA-9635486,h
R-HSA-198933,R-HSA-9635486,h
R-HSA-983169,R-HSA-9635486,h
R-HSA-2172127,R-HSA-9635486,h
R-HSA-983231,R-HSA-9635486,h
R-HSA-8953897,R-HSA-9635486,h
R-HSA-2262752,R-HSA-9635486,h
R-HSA-70326,R-HSA-9635486,h
R-HSA-913531,R-HSA-9679506,h
R-HSA-9711123,R-HSA-9679506,h
R-HSA-983169,R-HSA-9679506,h
R-HSA-8951664,R-HSA-9679506,h
R-HSA-5683057,R-HSA-9679506,h
R-HSA-5684996,R-HSA-9679506,h
R-HSA-9706019,R-HSA-9679506,h
R-HSA-5632684,R-HSA-9679506,h
R-HSA-2219528,R-HSA-9679506,h
R-HSA-9006925,R-HSA-9679506,h
R-HSA-1257604,R-HSA-9679506,h
R-HSA-983231,R-HSA-9679506,h
R-HSA-168928,R-HSA-9679506,h
R-HSA-1266738,R-HSA-9679506,h
R-HSA-9675108,R-HSA-9679506,h
R-HSA-422475,R-HSA-9679506,h
R-HSA-1643685,R-HSA-9679506,h
R-HSA-168256,R-HSA-9679506,h
R-HSA-1280218,R-HSA-9679506,h
R-HSA-2132295,R-HSA-9679506,h
R-HSA-112316,R-HSA-9679506,h
R-HSA-112314,R-HSA-9679506,h
R-HSA-3858494,R-HSA-9679506,h
R-HSA-174824,R-HSA-9679506,h
R-HSA-8964043,R-HSA-9679506,h
R-HSA-199991,R-HSA-9679506,h
R-HSA-8856828,R-HSA-9679506,h
R-HSA-4839726,R-HSA-9679506,h
R-HSA-3247509,R-HSA-9679506,h
R-HSA-3214815,R-HSA-9679506,h
R-HSA-5663202,R-HSA-9679506,h
R-HSA-165159,R-HSA-9679506,h
R-HSA-5173105,R-HSA-9679506,h
R-HSA-6811442,R-HSA-9679506,h
R-HSA-1640170,R-HSA-9679506,h
R-HSA-69278,R-HSA-9679506,h
R-HSA-453279,R-HSA-9679506,h
R-HSA-69242,R-HSA-9679506,h
R-HSA-8953897,R-HSA-9679506,h
R-HSA-2262752,R-HSA-9679506,h
R-HSA-186712,R-HSA-9679506,h
R-HSA-210745,R-HSA-9679506,h
R-HSA-74160,R-HSA-9679506,h
R-HSA-73857,R-HSA-9679506,h
R-HSA-212436,R-HSA-9679506,h
R-HSA-1280215,R-HSA-9679506,h
R-HSA-9607240,R-HSA-9679506,h
R-HSA-388841,R-HSA-9679506,h
R-HSA-5357801,R-HSA-9679506,h
R-HSA-109581,R-HSA-9679506,h
R-HSA-109606,R-HSA-9679506,h
R-HSA-388396,R-HSA-9679506,h
R-HSA-8939211,R-HSA-9679506,h
R-HSA-9007101,R-HSA-9679506,h
R-HSA-198933,R-HSA-9679506,h
R-HSA-2172127,R-HSA-9679506,h
R-HSA-165181,R-HSA-9679506,h
R-HSA-109582,R-HSA-9679506,h
R-HSA-202733,R-HSA-9679506,h
R-HSA-210991,R-HSA-9679506,h
R-HSA-556833,R-HSA-9679506,h
R-HSA-202131,R-HSA-9679506,h
R-HSA-203641,R-HSA-9679506,h
R-HSA-157858,R-HSA-9679506,h
R-HSA-392499,R-HSA-9679506,h
R-HSA-2980736,R-HSA-9679506,h
R-HSA-2022377,R-HSA-9679506,h
R-HSA-6805567,R-HSA-9679506,h
R-HSA-6809371,R-HSA-9679506,h
R-HSA-1474228,R-HSA-9679506,h
R-HSA-1592389,R-HSA-9679506,h
R-HSA-1442490,R-HSA-9679506,h
R-HSA-1566948,R-HSA-9679506,h
R-HSA-977225,R-HSA-9679506,h
R-HSA-163841,R-HSA-9679506,h
R-HSA-1912422,R-HSA-9679506,h
R-HSA-8963899,R-HSA-9679506,h
R-HSA-5668914,R-HSA-9679506,h
R-HSA-3781865,R-HSA-9679506,h
R-HSA-196854,R-HSA-9679506,h
R-HSA-6806667,R-HSA-9679506,h
R-HSA-71387,R-HSA-9679506,h
R-HSA-1630316,R-HSA-9679506,h
R-HSA-8957275,R-HSA-9679506,h
R-HSA-381426,R-HSA-9679506,h
R-HSA-975634,R-HSA-9679506,h
R-HSA-211859,R-HSA-9679506,h
R-HSA-156580,R-HSA-9679506,h
R-HSA-112311,R-HSA-9679506,h
R-HSA-168249,R-HSA-9679506,h
R-HSA-6798695,R-HSA-9679506,h
R-HSA-8852135,R-HSA-9679506,h
R-HSA-8953854,R-HSA-9679506,h
R-HSA-72203,R-HSA-9679506,h
R-HSA-446203,R-HSA-9679506,h
R-HSA-2559583,R-HSA-9679506,h
R-HSA-194441,R-HSA-9679506,h
R-HSA-1474244,R-HSA-9679506,h
R-HSA-3000178,R-HSA-9679506,h
R-HSA-3000171,R-HSA-9679506,h
R-HSA-216083,R-HSA-9679506,h
R-HSA-5688426,R-HSA-9679506,h
R-HSA-75153,R-HSA-9679506,h
R-HSA-5260271,R-HSA-9679506,h
R-HSA-5602358,R-HSA-9679506,h
R-HSA-168643,R-HSA-9679506,h
R-HSA-5621481,R-HSA-9679506,h
R-HSA-2454202,R-HSA-9679506,h
R-HSA-1834949,R-HSA-9679506,h
R-HSA-73887,R-HSA-9679506,h
R-HSA-68886,R-HSA-9679506,h
R-HSA-3371556,R-HSA-9679506,h
R-HSA-5619115,R-HSA-9679506,h
R-HSA-211000,R-HSA-9679506,h
R-HSA-1430728,R-HSA-9679506,h
R-HSA-70326,R-HSA-9679506,h
R-HSA-597592,R-HSA-9679506,h
R-HSA-9612973,R-HSA-9679506,h
R-HSA-9615710,R-HSA-9679506,h
R-HSA-1632852,R-HSA-9679506,h
R-HSA-5218859,R-HSA-9679506,h
R-HSA-5620971,R-HSA-9679506,h
R-HSA-917729,R-HSA-9679506,h
R-HSA-397014,R-HSA-9679506,h
R-HSA-5576891,R-HSA-9679506,h
R-HSA-5578775,R-HSA-9679506,h
R-HSA-983712,R-HSA-9679506,h
R-HSA-936837,R-HSA-9679506,h
R-HSA-3000157,R-HSA-9679506,h
R-HSA-76002,R-HSA-9679506,h
R-HSA-76009,R-HSA-9679506,h
R-HSA-8978934,R-HSA-9679506,h
R-HSA-450531,R-HSA-9679506,h
R-HSA-450604,R-HSA-9679506,h
R-HSA-450385,R-HSA-9679506,h
R-HSA-354192,R-HSA-9679506,h
R-HSA-9675151,R-HSA-9679506,h
R-HSA-9697154,R-HSA-9679506,h
R-HSA-73864,R-HSA-9679506,h
R-HSA-73854,R-HSA-9679506,h
R-HSA-212165,R-HSA-9679506,h
R-HSA-5250913,R-HSA-9679506,h
R-HSA-5250941,R-HSA-9679506,h
R-HSA-195253,R-HSA-9679506,h
R-HSA-9707616,R-HSA-9679506,h
R-HSA-1234174,R-HSA-9679506,h
R-HSA-3214847,R-HSA-9679506,h
R-HSA-400253,R-HSA-9679506,h
R-HSA-1368108,R-HSA-9679506,h
R-HSA-1368082,R-HSA-9679506,h
R-HSA-210744,R-HSA-9679506,h
R-HSA-5619507,R-HSA-9679506,h
R-HSA-5617472,R-HSA-9679506,h
R-HSA-400206,R-HSA-9679506,h
R-HSA-8957322,R-HSA-9679506,h
R-HSA-1852241,R-HSA-9679506,h
R-HSA-1592230,R-HSA-9679506,h
R-HSA-500792,R-HSA-9679506,h
R-HSA-5610787,R-HSA-9679506,h
R-HSA-879415,R-HSA-9679506,h
R-HSA-9613829,R-HSA-9679506,h
R-HSA-453274,R-HSA-9679506,h
R-HSA-3371497,R-HSA-9679506,h
R-HSA-2029480,R-HSA-9679506,h
R-HSA-211945,R-HSA-9679506,h
R-HSA-5601884,R-HSA-9679506,h
R-HSA-5617833,R-HSA-9679506,h
R-HSA-5620912,R-HSA-9679506,h
R-HSA-5213460,R-HSA-9679506,h
R-HSA-2173782,R-HSA-9679506,h
R-HSA-1500931,R-HSA-9679506,h
R-HSA-446728,R-HSA-9679506,h
R-HSA-421270,R-HSA-9679506,h
R-HSA-9619665,R-HSA-9679506,h
R-HSA-1643685,R-HSA-9658195,h
R-HSA-163685,R-HSA-9658195,h
R-HSA-163359,R-HSA-9658195,h
R-HSA-9006925,R-HSA-9658195,h
R-HSA-1489509,R-HSA-9658195,h
R-HSA-388396,R-HSA-9658195,h
R-HSA-5610787,R-HSA-9658195,h
R-HSA-445717,R-HSA-9658195,h
R-HSA-4839726,R-HSA-9658195,h
R-HSA-3247509,R-HSA-9658195,h
R-HSA-3214847,R-HSA-9658195,h
R-HSA-73894,R-HSA-9658195,h
R-HSA-5696399,R-HSA-9658195,h
R-HSA-1266738,R-HSA-9658195,h
R-HSA-422475,R-HSA-9658195,h
R-HSA-74160,R-HSA-9658195,h
R-HSA-212165,R-HSA-9658195,h
R-HSA-168256,R-HSA-9658195,h
R-HSA-168249,R-HSA-9658195,h
R-HSA-2029480,R-HSA-9658195,h
R-HSA-428359,R-HSA-9658195,h
R-HSA-5688426,R-HSA-9658195,h
R-HSA-390466,R-HSA-9658195,h
R-HSA-400508,R-HSA-9658195,h
R-HSA-1296065,R-HSA-9658195,h
R-HSA-3858494,R-HSA-9658195,h
R-HSA-8939211,R-HSA-9658195,h
R-HSA-500792,R-HSA-9658195,h
R-HSA-8856828,R-HSA-9658195,h
R-HSA-6805567,R-HSA-9658195,h
R-HSA-6809371,R-HSA-9658195,h
R-HSA-1474228,R-HSA-9658195,h
R-HSA-1592389,R-HSA-9658195,h
R-HSA-1442490,R-HSA-9658195,h
R-HSA-1566948,R-HSA-9658195,h
R-HSA-977225,R-HSA-9658195,h
R-HSA-163841,R-HSA-9658195,h
R-HSA-198933,R-HSA-9658195,h
R-HSA-1280218,R-HSA-9658195,h
R-HSA-166658,R-HSA-9658195,h
R-HSA-1500931,R-HSA-9658195,h
R-HSA-9682385,R-HSA-9658195,h
R-HSA-202733,R-HSA-9658195,h
R-HSA-9607240,R-HSA-9658195,h
R-HSA-388841,R-HSA-9658195,h
R-HSA-2454202,R-HSA-9658195,h
R-HSA-2172127,R-HSA-9658195,h
R-HSA-354192,R-HSA-9658195,h
R-HSA-354194,R-HSA-9658195,h
R-HSA-9027284,R-HSA-9658195,h
R-HSA-114604,R-HSA-9658195,h
R-HSA-5621481,R-HSA-9658195,h
R-HSA-400253,R-HSA-9658195,h
R-HSA-1368108,R-HSA-9658195,h
R-HSA-5619115,R-HSA-9658195,h
R-HSA-5260271,R-HSA-9658195,h
R-HSA-5602358,R-HSA-9658195,h
R-HSA-983169,R-HSA-9658195,h
R-HSA-9707616,R-HSA-9658195,h
R-HSA-9711123,R-HSA-9658195,h
R-HSA-189483,R-HSA-9658195,h
R-HSA-9609523,R-HSA-9658195,h
R-HSA-917937,R-HSA-9658195,h
R-HSA-5663202,R-HSA-9658195,h
R-HSA-1280215,R-HSA-9658195,h
R-HSA-212436,R-HSA-9658195,h
R-HSA-1474244,R-HSA-9658195,h
R-HSA-6803157,R-HSA-9658195,h
R-HSA-109582,R-HSA-9658195,h
R-HSA-983231,R-HSA-9658195,h
R-HSA-982772,R-HSA-9658195,h
R-HSA-73887,R-HSA-9658195,h
R-HSA-5358346,R-HSA-9658195,h
R-HSA-2173782,R-HSA-9658195,h
R-HSA-9675151,R-HSA-9658195,h
R-HSA-9697154,R-HSA-9658195,h
R-HSA-1483249,R-HSA-9658195,h
R-HSA-8982491,R-HSA-9658195,h
R-HSA-5576891,R-HSA-9658195,h
R-HSA-5578775,R-HSA-9658195,h
R-HSA-983712,R-HSA-9658195,h
R-HSA-936837,R-HSA-9658195,h
R-HSA-913531,R-HSA-9658195,h
R-HSA-446203,R-HSA-9658195,h
R-HSA-1640170,R-HSA-9658195,h
R-HSA-69278,R-HSA-9658195,h
R-HSA-5693532,R-HSA-9658195,h
R-HSA-5693606,R-HSA-9658195,h
R-HSA-5693538,R-HSA-9658195,h
R-HSA-9711097,R-HSA-168255,h
R-HSA-156842,R-HSA-168255,h
R-HSA-72613,R-HSA-168255,h
R-HSA-72764,R-HSA-168255,h
R-HSA-73886,R-HSA-168255,h
R-HSA-5619507,R-HSA-168255,h
